run,type,module,name,attrname,attrvalue,value
Base_Ami-0-20200131-18:48:50-7909,runattr,,,configname,Base_Ami,
Base_Ami-0-20200131-18:48:50-7909,runattr,,,datetime,20200131-18:48:50,
Base_Ami-0-20200131-18:48:50-7909,runattr,,,experiment,Base_Ami,
Base_Ami-0-20200131-18:48:50-7909,runattr,,,inifile,omnetpp.ini,
Base_Ami-0-20200131-18:48:50-7909,runattr,,,iterationvars,"$numUEs=1, $numAmis=1, $directions=2",
Base_Ami-0-20200131-18:48:50-7909,runattr,,,iterationvarsf,"numUEs=1,numAmis=1,directions=2-",
Base_Ami-0-20200131-18:48:50-7909,runattr,,,measurement,"$numUEs=1, $numAmis=1, $directions=2",
Base_Ami-0-20200131-18:48:50-7909,runattr,,,network,redLTE,
Base_Ami-0-20200131-18:48:50-7909,runattr,,,processid,7909,
Base_Ami-0-20200131-18:48:50-7909,runattr,,,repetition,0,
Base_Ami-0-20200131-18:48:50-7909,runattr,,,replication,#0,
Base_Ami-0-20200131-18:48:50-7909,runattr,,,resultdir,results,
Base_Ami-0-20200131-18:48:50-7909,runattr,,,runnumber,0,
Base_Ami-0-20200131-18:48:50-7909,runattr,,,seedset,0,
Base_Ami-0-20200131-18:48:50-7909,itervar,,,directions,2,
Base_Ami-0-20200131-18:48:50-7909,itervar,,,numAmis,1,
Base_Ami-0-20200131-18:48:50-7909,itervar,,,numUEs,1,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.numUe,1,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.numAmi,1,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.mac.schedulingDisciplineDl,"""MAXCI""",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.mac.schedulingDisciplineUl,"""MAXCI""",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ue[0].macCellId,1,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ue[0].masterId,1,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ami[0].macCellId,1,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ami[0].masterId,1,
Base_Ami-0-20200131-18:48:50-7909,param,,,*.ami[0].mobility.initFromDisplayString,false,
Base_Ami-0-20200131-18:48:50-7909,param,,,*.ami[0].mobility.initialX,300m,
Base_Ami-0-20200131-18:48:50-7909,param,,,*.ami[0].mobility.initialY,250m,
Base_Ami-0-20200131-18:48:50-7909,param,,,*.ami[0].mobility.initialZ,0m,
Base_Ami-0-20200131-18:48:50-7909,param,,,*.ami[0].mobilityType,"""StationaryMobility""",
Base_Ami-0-20200131-18:48:50-7909,param,,,*.ue[0].mobility.constraintAreaMinX,100m,
Base_Ami-0-20200131-18:48:50-7909,param,,,*.ue[0].mobility.constraintAreaMinY,200m,
Base_Ami-0-20200131-18:48:50-7909,param,,,*.ue[0].mobility.constraintAreaMaxX,600m,
Base_Ami-0-20200131-18:48:50-7909,param,,,*.ue[0].mobility.constraintAreaMaxY,400m,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.updateInterval,1s,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ue[*].mobilityType,"""GaussMarkovMobility""",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ue[*].mobility.alpha,0.9,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ue[*].mobility.speed,1mps,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ue[*].mobility.angle,0deg,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ue[*].mobility.variance,40,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ue[*].mobility.margin,30m,
Base_Ami-0-20200131-18:48:50-7909,param,,,*.ami[*].numUdpApps,1,
Base_Ami-0-20200131-18:48:50-7909,param,,,*.serverAMI.numUdpApps,1,
Base_Ami-0-20200131-18:48:50-7909,param,,,*.ue[*].numUdpApps,2,
Base_Ami-0-20200131-18:48:50-7909,param,,,*.server.numUdpApps,2 * 1,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.serverAMI.udpApp[*].typename,"""UDPSink""",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.serverAMI.udpApp[*].localPort,2000+ancestorIndex(0),
Base_Ami-0-20200131-18:48:50-7909,param,,,**.serverAMI.udpApp[*].serverAddress,"""ami[""+string(ancestorIndex(0))+""]""",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ami[*].udpApp[0].destAddresses,"""serverAMI""",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ami[*].udpApp[0].destPort,2000+ancestorIndex(1),
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ami[*].udpApp[0].localPort,2088,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ami[*].udpApp[0].typename,"""UDPBasicApp""",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ami[*].udpApp[0].startTime,"uniform(1s,20s)",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ami[*].udpApp[0].messageLength,200B,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ami[*].udpApp[0].sendInterval,20s,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.server*.udpApp[0..1].typename,"""VoIPReceiver""",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.server*.udpApp[0..1].localPort,4000+ancestorIndex(0),
Base_Ami-0-20200131-18:48:50-7909,param,,,**.server*.udpApp[0..1].serverAddress,"""ue[""+string(ancestorIndex(0))+""]""",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ue[*].udpApp[1].PacketSize,40,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ue[*].udpApp[1].destAddress,"""server""",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ue[*].udpApp[1].destPort,4000+ancestorIndex(1),
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ue[*].udpApp[1].localPort,4088,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ue[*].udpApp[1].typename,"""VoIPSender""",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ue[*].udpApp[1].startTime,"uniform(1s,1.02s)",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ue[*].udpApp[0].typename,"""VoIPReceiver""",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ue[*].udpApp[0].localPort,3000,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ue[*].udpApp[0].serverAddress,"""server""",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.server*.udpApp[1..].PacketSize,40,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.server*.udpApp[1..].destAddress,"""ue[""+string(ancestorIndex(0)-1)+""]""",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.server*.udpApp[1..].destPort,3000,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.server*.udpApp[1..].localPort,3088+ancestorIndex(0),
Base_Ami-0-20200131-18:48:50-7909,param,,,**.server*.udpApp[1..].typename,"""VoIPSender""",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.server*.udpApp[1..].startTime,"uniform(1s,1.02s)",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.internetCloud.networkLayer.delayer.config,"xmldoc(""internetCloud.xml"")",
Base_Ami-0-20200131-18:48:50-7909,param,,,*.visualizer.sceneVisualizer.descriptionFigure,"""title""",
Base_Ami-0-20200131-18:48:50-7909,param,,,**.mobility.constraintAreaMinZ,0m,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.mobility.constraintAreaMaxZ,0m,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.mobility.initFromDisplayString,true,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.numRbDl,6,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.numRbUl,6,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.binder.numBands,6,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.ueTxPower,26,
Base_Ami-0-20200131-18:48:50-7909,param,,,**.eNodeBTxPower,40,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE,hackForCreateResultsFolder,,,0
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.networkLayer.arp,failedARPResolution:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.networkLayer.arp,failedARPResolution:count,title,"ARP failed resolutions, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.networkLayer.arp,completedARPResolution:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.networkLayer.arp,completedARPResolution:count,title,"ARP completed resolutions, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.networkLayer.arp,initiatedARPResolution:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.networkLayer.arp,initiatedARPResolution:count,title,"ARP initiated resolutions, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.networkLayer.arp,sentReply:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.networkLayer.arp,sentReply:count,title,"ARP replies sent, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.networkLayer.arp,sentReq:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.networkLayer.arp,sentReq:count,title,"ARP request sent, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.lo0.lo,droppedPkBitError:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,droppedPkBitError:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,droppedPkBitError:count,source,dropPkBitError,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,droppedPkBitError:count,title,"packets dropped/bit error, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.lo0.lo,droppedPkBitError:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,droppedPkBitError:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,droppedPkBitError:sum(packetBytes),source,dropPkBitError,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,droppedPkBitError:sum(packetBytes),title,"packets dropped/bit error, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.lo0.lo,rcvdPkFromHL:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,rcvdPkFromHL:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,rcvdPkFromHL:count,source,packetReceivedFromUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,rcvdPkFromHL:count,title,"packets received from higher layer, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.lo0.lo,rcvdPkFromHL:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,rcvdPkFromHL:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,rcvdPkFromHL:sum(packetBytes),source,packetReceivedFromUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,rcvdPkFromHL:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.lo0.lo,passedUpPk:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,passedUpPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,passedUpPk:count,source,packetSentToUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,passedUpPk:count,title,"packets passed to higher layer, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.lo0.lo,passedUpPk:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,passedUpPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,passedUpPk:sum(packetBytes),source,packetSentToUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.lo0.lo,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].queue,dropPk:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].queue,dropPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].queue,dropPk:count,source,dropPkByQueue,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].queue,dropPk:count,title,"dropped packets, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].queue,dropPk:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].queue,dropPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].queue,dropPk:sum(packetBytes),source,dropPkByQueue,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].queue,dropPk:sum(packetBytes),title,"dropped packets, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].queue,queueLength:max,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].queue,queueLength:max,interpolationmode,sample-hold,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].queue,queueLength:max,title,"queue length, max",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].queue,queueLength:timeavg,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].queue,queueLength:timeavg,interpolationmode,sample-hold,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].queue,queueLength:timeavg,title,"queue length, timeavg",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].queue,rcvdPk:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].queue,rcvdPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].queue,rcvdPk:count,title,"received packets, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].queue,rcvdPk:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].queue,rcvdPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].queue,rcvdPk:sum(packetBytes),title,"received packets, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].ppp,txState:timeavg,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,txState:timeavg,interpolationmode,sample-hold,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,txState:timeavg,title,"tx state, timeavg",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].ppp,droppedPkIfaceDown:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,droppedPkIfaceDown:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,droppedPkIfaceDown:count,source,dropPkIfaceDown,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,droppedPkIfaceDown:count,title,"packets dropped/interface down, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].ppp,droppedPkIfaceDown:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,droppedPkIfaceDown:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,droppedPkIfaceDown:sum(packetBytes),source,dropPkIfaceDown,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,droppedPkIfaceDown:sum(packetBytes),title,"packets dropped/interface down, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].ppp,droppedPkBitError:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,droppedPkBitError:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,droppedPkBitError:count,source,dropPkBitError,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,droppedPkBitError:count,title,"packets dropped/bit error, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].ppp,droppedPkBitError:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,droppedPkBitError:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,droppedPkBitError:sum(packetBytes),source,dropPkBitError,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,droppedPkBitError:sum(packetBytes),title,"packets dropped/bit error, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].ppp,rxPkOk:count,,,18454
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,rxPkOk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,rxPkOk:count,source,rxPkOk,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,rxPkOk:count,title,"packets received OK, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].ppp,rxPkOk:sum(packetBytes),,,1384050
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,rxPkOk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,rxPkOk:sum(packetBytes),source,rxPkOk,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,rxPkOk:sum(packetBytes),title,"packets received OK, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].ppp,txPk:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,txPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,txPk:count,source,packetSentToLower,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,txPk:count,title,"packets transmitted, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].ppp,txPk:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,txPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,txPk:sum(packetBytes),source,packetSentToLower,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,txPk:sum(packetBytes),title,"packets transmitted, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].ppp,rcvdPkFromHL:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,rcvdPkFromHL:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,rcvdPkFromHL:count,source,packetReceivedFromUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,rcvdPkFromHL:count,title,"packets received from higher layer, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].ppp,rcvdPkFromHL:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,rcvdPkFromHL:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,rcvdPkFromHL:sum(packetBytes),source,packetReceivedFromUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,rcvdPkFromHL:sum(packetBytes),title,"packets received from higher layer, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].ppp,passedUpPk:count,,,18454
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,passedUpPk:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,passedUpPk:count,source,packetSentToUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,passedUpPk:count,title,"packets passed to higher layer, count",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.ppp[0].ppp,passedUpPk:sum(packetBytes),,,1254872
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,passedUpPk:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,passedUpPk:sum(packetBytes),source,packetSentToUpper,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.ppp[0].ppp,passedUpPk:sum(packetBytes),title,"packets passed to higher layer, sum(packetBytes)",
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.udpApp[0],voIPReceivedThroughput:mean,,,1204.5885023063
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPReceivedThroughput:mean,source,voIPReceivedThroughput,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPReceivedThroughput:mean,title,"Throughput received at the application level, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPReceivedThroughput:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.udpApp[0],voIPTaildropLoss:mean,,,0.0012122844827586
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPTaildropLoss:mean,source,voIPTaildropLoss,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPTaildropLoss:mean,title,"VoIP Tail Drop Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPTaildropLoss:mean,unit,ratio,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.udpApp[0],voIPMos:mean,,,3.3993767617165
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPMos:mean,source,voIPMos,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPMos:mean,title,"VoIP Mos Signal, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPMos:mean,unit,MOS,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.udpApp[0],voIPJitter:mean,,,0.010544744935155
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPJitter:mean,source,voIPJitter,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPJitter:mean,title,"VoIP Playout Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPJitter:mean,unit,s,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.udpApp[0],voIPPlayoutLoss:mean,,,0.13496355320266
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPPlayoutLoss:mean,source,voIPPlayoutLoss,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPPlayoutLoss:mean,title,"VoIP Playout Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPPlayoutLoss:mean,unit,ratio,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.udpApp[0],voIPPlayoutDelay:mean,,,0.012734375
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPPlayoutDelay:mean,source,voIPPlayoutDelay,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPPlayoutDelay:mean,title,"VoIP Playout Delay, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPPlayoutDelay:mean,unit,s,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.udpApp[0],voIPFrameDelay:mean,,,0.020275501831612
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPFrameDelay:mean,source,voIPFrameDelay,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPFrameDelay:mean,title,"VoIP Frame Delay, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPFrameDelay:mean,unit,s,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.udpApp[0],voIPFrameLoss:mean,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPFrameLoss:mean,source,voIPFrameLoss,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPFrameLoss:mean,title,"VoIP Frame Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[0],voIPFrameLoss:mean,unit,ratio,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.udpApp[1],voIPReceivedThroughput:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[1],voIPReceivedThroughput:mean,source,voIPReceivedThroughput,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[1],voIPReceivedThroughput:mean,title,"Throughput received at the application level, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[1],voIPReceivedThroughput:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.udpApp[1],voIPTaildropLoss:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[1],voIPTaildropLoss:mean,source,voIPTaildropLoss,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[1],voIPTaildropLoss:mean,title,"VoIP Tail Drop Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[1],voIPTaildropLoss:mean,unit,ratio,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.udpApp[1],voIPMos:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[1],voIPMos:mean,source,voIPMos,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[1],voIPMos:mean,title,"VoIP Mos Signal, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[1],voIPMos:mean,unit,MOS,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.udpApp[1],voIPJitter:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[1],voIPJitter:mean,source,voIPJitter,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[1],voIPJitter:mean,title,"VoIP Playout Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.server.udpApp[1],voIPJitter:mean,unit,s,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.server.udpApp[1],voIPPlayoutLoss:mean,,,NaN
