run,type,module,name,attrname,attrvalue,value
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.pdcpRrc,receivedPacketFromLowerLayer:sum(packetBytes),source,receivedPacketFromLowerLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.pdcpRrc,receivedPacketFromUpperLayer:count,,,30
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.pdcpRrc,receivedPacketFromUpperLayer:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.pdcpRrc,receivedPacketFromUpperLayer:count,source,receivedPacketFromUpperLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.pdcpRrc,receivedPacketFromUpperLayer:sum(packetBytes),,,6840
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.pdcpRrc,receivedPacketFromUpperLayer:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.pdcpRrc,receivedPacketFromUpperLayer:sum(packetBytes),source,receivedPacketFromUpperLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,rlcPduPacketLossDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduPacketLossDl:mean,source,rlcPduPacketLossDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduPacketLossDl:mean,title,"rlc Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduPacketLossDl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,rlcPduPacketLossUl:mean,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduPacketLossUl:mean,source,rlcPduPacketLossUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduPacketLossUl:mean,title,"rlc Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduPacketLossUl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,rlcPduThroughputUl:mean,,,12.064473638482
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduThroughputUl:mean,source,rlcPduThroughputUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduThroughputUl:mean,title,"Throughput at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduThroughputUl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,rlcPduDelayUl:mean,,,0.004
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduDelayUl:mean,source,rlcPduDelayUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduDelayUl:mean,title,"Delay at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduDelayUl:mean,unit,s,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,rlcPduThroughputDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduThroughputDl:mean,source,rlcPduThroughputDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduThroughputDl:mean,title,"Throughput at the rlc layer DL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduThroughputDl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,rlcPduDelayDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduDelayDl:mean,source,rlcPduDelayDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduDelayDl:mean,title,"Delay at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPduDelayDl:mean,unit,s,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,rlcCellPacketLossUl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcCellPacketLossUl:mean,source,rlcCellPacketLossUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcCellPacketLossUl:mean,title,"rlc Cell Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcCellPacketLossUl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,rlcCellPacketLossDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcCellPacketLossDl:mean,source,rlcCellPacketLossDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcCellPacketLossDl:mean,title,"rlc Cell Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcCellPacketLossDl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,rlcCellThroughputDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcCellThroughputDl:mean,source,rlcCellThroughputDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcCellThroughputDl:mean,title,"Cell Throughput at the rlc layer DL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcCellThroughputDl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,rlcCellThroughputUl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcCellThroughputUl:mean,source,rlcCellThroughputUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcCellThroughputUl:mean,title,"Cell Throughput at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcCellThroughputUl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,rlcPacketLossTotal:mean,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPacketLossTotal:mean,source,rlcPacketLossTotal,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPacketLossTotal:mean,title,"rlc Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPacketLossTotal:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,rlcPacketLossDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPacketLossDl:mean,source,rlcPacketLossDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPacketLossDl:mean,title,"rlc Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPacketLossDl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,rlcPacketLossUl:mean,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPacketLossUl:mean,source,rlcPacketLossUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPacketLossUl:mean,title,"rlc Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcPacketLossUl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,rlcThroughputUl:mean,,,12.338772222872
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcThroughputUl:mean,source,rlcThroughputUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcThroughputUl:mean,title,"Throughput at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcThroughputUl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,rlcDelayUl:mean,,,0.014036149109
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcDelayUl:mean,source,rlcDelayUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcDelayUl:mean,title,"Delay at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcDelayUl:mean,unit,s,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,rlcThroughputDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcThroughputDl:mean,source,rlcThroughputDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcThroughputDl:mean,title,"Throughput at the rlc layer DL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcThroughputDl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,rlcDelayDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcDelayDl:mean,source,rlcDelayDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcDelayDl:mean,title,"Delay at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,rlcDelayDl:mean,unit,s,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,sentPacketToLowerLayer:count,,,90
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,sentPacketToLowerLayer:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,sentPacketToLowerLayer:count,source,sentPacketToLowerLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,sentPacketToLowerLayer:sum(packetBytes),,,7050
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,sentPacketToLowerLayer:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,sentPacketToLowerLayer:sum(packetBytes),source,sentPacketToLowerLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,sentPacketToUpperLayer:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,sentPacketToUpperLayer:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,sentPacketToUpperLayer:count,source,sentPacketToUpperLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,sentPacketToUpperLayer:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,sentPacketToUpperLayer:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,sentPacketToUpperLayer:sum(packetBytes),source,sentPacketToUpperLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,receivedPacketFromLowerLayer:count,,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,receivedPacketFromLowerLayer:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,receivedPacketFromLowerLayer:count,source,receivedPacketFromLowerLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,receivedPacketFromLowerLayer:sum(packetBytes),,,0
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,receivedPacketFromLowerLayer:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,receivedPacketFromLowerLayer:sum(packetBytes),source,receivedPacketFromLowerLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,receivedPacketFromUpperLayer:count,,,30
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,receivedPacketFromUpperLayer:count,interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,receivedPacketFromUpperLayer:count,source,receivedPacketFromUpperLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.um,receivedPacketFromUpperLayer:sum(packetBytes),,,6870
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,receivedPacketFromUpperLayer:sum(packetBytes),interpolationmode,none,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.um,receivedPacketFromUpperLayer:sum(packetBytes),source,receivedPacketFromUpperLayer,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.am,rlcPduPacketLossDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduPacketLossDl:mean,source,rlcPduPacketLossDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduPacketLossDl:mean,title,"rlc Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduPacketLossDl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.am,rlcPduPacketLossUl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduPacketLossUl:mean,source,rlcPduPacketLossUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduPacketLossUl:mean,title,"rlc Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduPacketLossUl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.am,rlcPduThroughputUl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduThroughputUl:mean,source,rlcPduThroughputUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduThroughputUl:mean,title,"Throughput at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduThroughputUl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.am,rlcPduDelayUl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduDelayUl:mean,source,rlcPduDelayUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduDelayUl:mean,title,"Delay at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduDelayUl:mean,unit,s,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.am,rlcPduThroughputDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduThroughputDl:mean,source,rlcPduThroughputDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduThroughputDl:mean,title,"Throughput at the rlc layer DL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduThroughputDl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.am,rlcPduDelayDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduDelayDl:mean,source,rlcPduDelayDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduDelayDl:mean,title,"Delay at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPduDelayDl:mean,unit,s,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.am,rlcCellPacketLossUl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcCellPacketLossUl:mean,source,rlcCellPacketLossUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcCellPacketLossUl:mean,title,"rlc Cell Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcCellPacketLossUl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.am,rlcCellPacketLossDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcCellPacketLossDl:mean,source,rlcCellPacketLossDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcCellPacketLossDl:mean,title,"rlc Cell Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcCellPacketLossDl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.am,rlcCellThroughputDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcCellThroughputDl:mean,source,rlcCellThroughputDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcCellThroughputDl:mean,title,"Cell Throughput at the rlc layer DL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcCellThroughputDl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.am,rlcCellThroughputUl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcCellThroughputUl:mean,source,rlcCellThroughputUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcCellThroughputUl:mean,title,"Cell Throughput at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcCellThroughputUl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.am,rlcPacketLossTotal:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPacketLossTotal:mean,source,rlcPacketLossTotal,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPacketLossTotal:mean,title,"rlc Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPacketLossTotal:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.am,rlcPacketLossDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPacketLossDl:mean,source,rlcPacketLossDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPacketLossDl:mean,title,"rlc Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPacketLossDl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.am,rlcPacketLossUl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPacketLossUl:mean,source,rlcPacketLossUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPacketLossUl:mean,title,"rlc Packet Loss, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcPacketLossUl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.am,rlcThroughputUl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcThroughputUl:mean,source,rlcThroughputUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcThroughputUl:mean,title,"Throughput at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcThroughputUl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.am,rlcDelayUl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcDelayUl:mean,source,rlcDelayUl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcDelayUl:mean,title,"Delay at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcDelayUl:mean,unit,s,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.am,rlcThroughputDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcThroughputDl:mean,source,rlcThroughputDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcThroughputDl:mean,title,"Throughput at the rlc layer DL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcThroughputDl:mean,unit,Bps,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.rlc.am,rlcDelayDl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcDelayDl:mean,source,rlcDelayDl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcDelayDl:mean,title,"Delay at the rlc layer UL, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.rlc.am,rlcDelayDl:mean,unit,s,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.mac,measuredItbs:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,measuredItbs:mean,source,measuredItbs,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,measuredItbs:mean,title,"TBS index, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,measuredItbs:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.mac,harqErrorRate_4th_Dl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,harqErrorRate_4th_Dl:mean,source,harqErrorRate_4th_Dl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,harqErrorRate_4th_Dl:mean,title,"Harq Error Rate Dl, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,harqErrorRate_4th_Dl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.mac,harqErrorRate_4th_Ul:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,harqErrorRate_4th_Ul:mean,source,harqErrorRate_4th_Ul,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,harqErrorRate_4th_Ul:mean,title,"Harq Error Rate Ul, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,harqErrorRate_4th_Ul:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.mac,harqErrorRate_3rd_Dl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,harqErrorRate_3rd_Dl:mean,source,harqErrorRate_3rd_Dl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,harqErrorRate_3rd_Dl:mean,title,"Harq Error Rate Dl, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,harqErrorRate_3rd_Dl:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.mac,harqErrorRate_3rd_Ul:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,harqErrorRate_3rd_Ul:mean,source,harqErrorRate_3rd_Ul,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,harqErrorRate_3rd_Ul:mean,title,"Harq Error Rate Ul, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,harqErrorRate_3rd_Ul:mean,unit,,
Base_Ami-0-20200131-18:48:50-7909,scalar,redLTE.ami[0].lteNic.mac,harqErrorRate_2nd_Dl:mean,,,NaN
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,harqErrorRate_2nd_Dl:mean,source,harqErrorRate_2nd_Dl,
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,harqErrorRate_2nd_Dl:mean,title,"Harq Error Rate Dl, mean",
Base_Ami-0-20200131-18:48:50-7909,attr,redLTE.ami[0].lteNic.mac,harqErrorRate_2nd_Dl:mean,unit,,
